Camino;Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Item;Unidad Monetaria;Monto
Aportes, donaciones, asignaciones y otros/Aportes, donaciones, asignaciones y otros Año 2020/Julio - Septiembre;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2017;PP009;Partido Demócrata Cristiano (PDC);2017;ABR - JUN;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;522709832
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2017;PP009;Partido Demócrata Cristiano (PDC);2017;ABR - JUN;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2017;PP009;Partido Demócrata Cristiano (PDC);2017;ABR - JUN;Cotizaciones;Pesos;18849132
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2017;PP009;Partido Demócrata Cristiano (PDC);2017;ABR - JUN;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2017;PP009;Partido Demócrata Cristiano (PDC);2017;ABR - JUN;Frutos y productos de los Bienes Patrimoniales;Pesos;941842
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2017;PP009;Partido Demócrata Cristiano (PDC);2017;ABR - JUN;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2017;PP009;Partido Demócrata Cristiano (PDC);2017;ABR - JUN;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2017;PP009;Partido Demócrata Cristiano (PDC);2017;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;260521602
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2017;PP009;Partido Demócrata Cristiano (PDC);2017;Jul - Sep;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2017;PP009;Partido Demócrata Cristiano (PDC);2017;Jul - Sep;Cotizaciones;Pesos;13049099
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2017;PP009;Partido Demócrata Cristiano (PDC);2017;Jul - Sep;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2017;PP009;Partido Demócrata Cristiano (PDC);2017;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;941626
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2017;PP009;Partido Demócrata Cristiano (PDC);2017;Jul - Sep;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2017;PP009;Partido Demócrata Cristiano (PDC);2017;Jul - Sep;Otras Transferencias públicas;Pesos;288412306
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2017;PP009;Partido Demócrata Cristiano (PDC);2017;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;257469753
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2017;PP009;Partido Demócrata Cristiano (PDC);2017;Oct - Dic;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2017;PP009;Partido Demócrata Cristiano (PDC);2017;Oct - Dic;Cotizaciones;Pesos;7217648
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2017;PP009;Partido Demócrata Cristiano (PDC);2017;Oct - Dic;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2017;PP009;Partido Demócrata Cristiano (PDC);2017;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;629624
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2017;PP009;Partido Demócrata Cristiano (PDC);2017;Oct - Dic;Otras Transferencias privadas;Pesos;1514944
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2017;PP009;Partido Demócrata Cristiano (PDC);2017;Oct - Dic;Otras Transferencias públicas;Pesos;4681867
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;145939809
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Abr - Jun;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Abr - Jun;Cotizaciones;Pesos;1649033
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Abr - Jun;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;638820
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Abr - Jun;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Abr - Jun;Otras Transferencias públicas;Pesos;180721807
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;261762241
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Ene - Mar;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Ene - Mar;Cotizaciones;Pesos;10036216
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Ene - Mar;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;1269280
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Ene - Mar;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Ene - Mar;Otras Transferencias públicas;Pesos;73001039
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;148985113
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Jul - Sep;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Jul - Sep;Cotizaciones;Pesos;967000
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Jul - Sep;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;321250
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Jul - Sep;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Jul - Sep;Otras Transferencias públicas;Pesos;65962444
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;149941539
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;Cotizaciones;Pesos;740000
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;1951680
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2018;PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;164102386
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Cotizaciones;Pesos;1103700
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;120754830
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;164191105
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Cotizaciones;Pesos;4601957
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;981432
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;163271566
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Jul - Sep;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Jul - Sep;Cotizaciones;Pesos;760000
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Jul - Sep;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;56500000
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Jul - Sep;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Jul - Sep;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;166239240
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Oct - Dic;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Oct - Dic;Cotizaciones;Pesos;760000
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Oct - Dic;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;132333180
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Oct - Dic;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Octubre - Diciembre 2019;PP009;Partido Demócrata Cristiano (PDC);2019;Oct - Dic;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;170167179
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Abr - Jun;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Abr - Jun;Cotizaciones;Pesos;940000
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Abr - Jun;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;120706331
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Abr - Jun;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Abril - Junio 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Abr - Jun;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;170961822
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Ene - Mar;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Ene - Mar;Cotizaciones;Pesos;780000
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Ene - Mar;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;131350200
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Ene - Mar;Otras Transferencias privadas;Pesos;15000
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Enero - Marzo 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Ene - Mar;Otras Transferencias públicas;Pesos;17012
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;163318001
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Jul - Sep;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Jul - Sep;Cotizaciones;Pesos;1374818
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Jul - Sep;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;1015200
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Jul - Sep;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Trimestre Julio - Septiembre 2020;PP009;Partido Demócrata Cristiano (PDC);2020;Jul - Sep;Otras Transferencias públicas;Pesos;0
Aportes, donaciones, asignaciones y otros/2016/Oct - Dic;PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Aportes del Estado (art. 33 bis Ley N 18603);Pesos;43803515
Aportes, donaciones, asignaciones y otros/2016/Oct - Dic;PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/2016/Oct - Dic;PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Cotizaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2016/Oct - Dic;PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2016/Oct - Dic;PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Aportes, donaciones, asignaciones y otros/2016/Oct - Dic;PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Otras Transferencias privadas;Pesos;270000
Aportes, donaciones, asignaciones y otros/2016/Oct - Dic;PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Otras Transferencias públicas;Pesos;0
Aportes, donaciones, asignaciones y otros/2017/Abr - Jun;PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;Aportes del Estado (art. 33 bis Ley NÂ°18603);Pesos;22961434
Aportes, donaciones, asignaciones y otros/2017/Abr - Jun;PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/2017/Abr - Jun;PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;Cotizaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2017/Abr - Jun;PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/2017/Abr - Jun;PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;0
