Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Región;Comuna;Avenida, Calle o Pasaje;Número del inmueble, depto u oficina
PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;Región Metropolitana de Santiago;ÑUÑOA;Dublé Almeyda;2462
PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;Región Metropolitana de Santiago;PEÑALOLÉN;Av. Grecia;7392
PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;Región Metropolitana de Santiago;MACUL;Macul;3804
PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;VI Región de O'Higgins;RANCAGUA;Cáceres;724
PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;VII Región del Maule;TALCA;Calle 3 poniente;1169
PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;VII Región del Maule;LINARES;Chacabuco;925
PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;XVI Región de Ñuble;NO CUENTA CON SEDE;NO CUENTA CON SEDE;Sin información
PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;VIII Región del Biobío;CONCEPCIÓN;Tucapel con Aníbal Pinto;S/N
PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;VIII Región del Biobío;TALCAHUANO;Valdivia;370
PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;VIII Región del Biobío;HUALQUI;Freire;315
PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;VIII Región del Biobío;LOS ANGELES;Lynch;438
PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;IX Región de la Araucanía;NUEVA IMPERIAL;Juan Antonio Concha / Urrutia;607
PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;IX Región de la Araucanía;COLLIPULLI;O´Carroll;1152
PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;IX Región de la Araucanía;LOS SAUCES;Balmaceda esquina Aníbal Pinto;S/N
PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;XIV Región de Los Rios;VALDIVIA;Lord Cochrane;239
PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;XIV Región de Los Rios;LA UNIÓN;Esmeralda;956
PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;X Región de Los Lagos;PUERTO MONTT;Serrano;389
PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;XI Región de Aysen;NO CUENTA CON SEDE;NO CUENTA CON SEDE;Sin información
PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;XII Región de Magallanes;PUNTA ARENAS;Mejicana;476
PP009;Partido Demócrata Cristiano (PDC);2018;Oct - Dic;XII Región de Magallanes;PUERTO NATALES;Arturo Prat;132
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de Arica y Parinacota;ARICA;Maipú;1058
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de Tarapacá;IQUIQUE;Serrano;712
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de Antofagasta;CALAMA;Vicuña Mackenna;1956
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de Antofagasta;ANTOFAGASTA;CALLE ORELLA;829
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de Atacama;COPIAPO;Chañarcillo;399
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de Atacama;FREIRINA;Av Río de Janeiro;Sin información
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de Coquimbo;LA SERENA;Colón;256
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de Coquimbo;COQUIMBO;Aldunate;1625
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de Coquimbo;COMBARBALA;Comercio;499
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de Valparaíso;VALPARAISO;BLANCO, OFICINA 105 Y 106;105
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de Valparaíso;VALPARAISO;Calle Rodriguez;761
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de Valparaíso;LOS ANDES;Calle Rodriguez;688
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región Metropolitana;SANTIAGO;Alameda;1460
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región Metropolitana;LA FLORIDA;Millalongo;22
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región Metropolitana;MACUL;Macul;3804
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región Metropolitana;ÑUÑOA;Duble Almeyda;2462
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región Metropolitana;SAN BERNARDO;CALLE AVENIDA COLON;584
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región Metropolitana;LA PINTANA;Patagonia;12537
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región Metropolitana;PEÑALOLEN;Grecia;7392
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de O´higgns;RANCAGUA;Calle Cáceres;724
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de O´higgns;SAN FERNANDO;Manuel Rodríguez;540
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región del Maule;TALCA;Calle 3 Poniente;1169
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región del Maule;LINARES;Chacabuco;925
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región del Ñuble;CHILLAN;CALLE GAMERO;609
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región del Bio Bio;TALCAHUANO;Valdivia;370
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región del Bio Bio;CONCEPCION;Barros Arana, oficina 101;492
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región del Bio Bio;HUALQUI;Freire;315
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región del Bio Bio;LOS ANGELES;Lynch;438
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de la Araucanía;NUEVA IMPERIAL;General Urrutia;607
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de la Araucanía;COLLIPULLI;O´Carroll;1152
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de la Araucanía;TEMUCO;Calle Andres Bello;1083
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de la Araucanía;LOS SAUCES;Balmaceda esquina Aníbal Pinto;S/N
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de Los Rios;VALDIVIA;Lord Cochrane;239
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de Los Rios;LA UNION;Esmeralda;956
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de Los Lagos;PUERTO MONTT;Serrano;389
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de Aysen;NO CUENTA CON SEDE;NO CUENTA CON SEDE;NO CUENTA CON SEDE
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de Magallanes;PUNTA ARENAS;Mejicana;476
PP009;Partido Demócrata Cristiano (PDC);2019;Ene - Mar;Región de Magallanes;PTO NATALES;Arturo Prat;132
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de Arica y Parinacota;ARICA;Maipú;1058
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de Tarapacá;IQUIQUE;Serrano;712
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de Antofagasta;CALAMA;Vicuña Mackenna;1956
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de Antofagasta;ANTOFAGASTA;CALLE ORELLA;829
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de Atacama;COPIAPO;Chañarcillo;399
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de Atacama;FREIRINA;Av Río de Janeiro;Sin información
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de Coquimbo;LA SERENA;Colón;256
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de Coquimbo;COQUIMBO;Aldunate;1625
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de Coquimbo;COMBARBALA;Comercio;499
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de Valparaíso;VALPARAISO;BLANCO, OFICINA 105 Y 106;105
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de Valparaíso;VALPARAISO;Calle Rodriguez;761
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de Valparaíso;LOS ANDES;Calle Rodriguez;688
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región Metropolitana;SANTIAGO;Alameda;1460
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región Metropolitana;LA FLORIDA;Millalongo;22
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región Metropolitana;MACUL;Macul;3804
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región Metropolitana;ÑUÑOA;Duble Almeyda;2462
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región Metropolitana;SAN BERNARDO;CALLE AVENIDA COLON;584
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región Metropolitana;LA PINTANA;Patagonia;12537
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región Metropolitana;PEÑALOLEN;Grecia;7392
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de O´higgns;RANCAGUA;Calle Cáceres;724
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de O´higgns;SAN FERNANDO;Manuel Rodríguez;540
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región del Maule;TALCA;Calle 3 Poniente;1169
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región del Maule;LINARES;Chacabuco;925
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región del Ñuble;CHILLAN;CALLE GAMERO;609
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región del Bio Bio;TALCAHUANO;Valdivia;370
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región del Bio Bio;CONCEPCION;Barros Arana, oficina 101;492
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región del Bio Bio;HUALQUI;Freire;315
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región del Bio Bio;LOS ANGELES;Lynch;438
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de la Araucanía;NUEVA IMPERIAL;General Urrutia;607
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de la Araucanía;COLLIPULLI;O´Carroll;1152
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de la Araucanía;TEMUCO;Calle Andres Bello;1083
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de la Araucanía;LOS SAUCES;Balmaceda esquina Aníbal Pinto;S/N
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de Los Rios;VALDIVIA;Lord Cochrane;239
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de Los Rios;LA UNION;Esmeralda;956
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de Los Lagos;PUERTO MONTT;Serrano;389
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de Aysen;NO CUENTA CON SEDE;NO CUENTA CON SEDE;NO CUENTA CON SEDE
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de Magallanes;PUNTA ARENAS;Mejicana;476
PP009;Partido Demócrata Cristiano (PDC);2019;Abr - Jun;Región de Magallanes;PTO NATALES;Arturo Prat;132
PP010;Partido Ecologista Verde (PEV);2018;Ene-Mar;I Tarapacá;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Ene-Mar;II Antofagasta;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Ene-Mar;III Atacama;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Ene-Mar;IV Coquimbo;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Ene-Mar;Región Metropolitana;Providencia;Avenida Italia;1194
PP010;Partido Ecologista Verde (PEV);2018;Ene-Mar;VIII Biobío;Concepción Penco;Plaza España Maipu;514, oficina 405 199
PP010;Partido Ecologista Verde (PEV);2018;Ene-Mar;XIV Los Ríos;Valdivia;Anibal Pinto;1843, oficina 1
PP010;Partido Ecologista Verde (PEV);2018;Ene-Mar;X Los Lagos;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2019;Ene - Mar;I Tarapacá;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2019;Ene - Mar;II Antofagasta;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2019;Ene - Mar;III Atacama;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2019;Ene - Mar;IV Coquimbo;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2019;Ene - Mar;Región Metropolitana;Santiago;Adriana Cousiño (Barrio Yungay-Santiago);320(Santiago)
PP010;Partido Ecologista Verde (PEV);2019;Ene - Mar;XVI Ñuble;Chillán Viejo;Virrey Don Ambrosio;1198
PP010;Partido Ecologista Verde (PEV);2019;Ene - Mar;VIII Biobío;Concepción y Penco;Plaza España (Concep.) y Maipu (Penco);514, oficina 405 (Concep.) y 199 (Penco)
PP010;Partido Ecologista Verde (PEV);2019;Ene - Mar;IX Araucanía;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2019;Ene - Mar;XIV Los Ríos;Valdivia;Anibal Pinto;1843, oficina 1
PP010;Partido Ecologista Verde (PEV);2019;Ene - Mar;X Los Lagos;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;I Tarapacá;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;II Antofagasta;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;III Atacama;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;IV Coquimbo;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;VIII Biobío;Concepción;Plaza España;514, oficina 405
PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;XIV Los Ríos;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;X Los Lagos;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;I Tarapacá;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;II Antofagasta;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;III Atacama;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;IV Coquimbo;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;Región Metropolitana;Santiago y Conchalí;Adriana Cousiño (Barrio Yungay-Santiago) y Avenida Independencia (Conchalí);320(Santiago) y 5781 (Conchalí)
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;XVI Ñuble;Chillán Viejo;Virrey Don Ambrosio;1198
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;VIII Biobío;Concepción y Penco;Plaza España (Concep.) y Maipu (Penco);514, oficina 405 (Concep.) y 199 (Penco)
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;IX Araucanía;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;XIV Los Ríos;Valdivia;Anibal Pinto;1843, oficina 1
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;X Los Lagos;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2017;Jul-Sep;I Tarapacá;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2017;Jul-Sep;II Antofagasta;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2017;Jul-Sep;III Atacama;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2017;Jul-Sep;IV Coquimbo;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2017;Jul-Sep;Región Metropolitana;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2017;Jul-Sep;VIII Biobío;Concepción;Plaza España;514, oficina 405
PP010;Partido Ecologista Verde (PEV);2017;Jul-Sep;XIV Los Ríos;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2017;Jul-Sep;X Los Lagos;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;I Tarapacá;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;II Antofagasta;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;III Atacama;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;IV Coquimbo;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;Región Metropolitana;Providencia;Avenida Italia;1194
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;VIII Biobío;Concepción y Penco;Plaza España (Concep.) y Maipu (Penco);514, oficina 405 (Concep.) y 199 (Penco)
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;XIV Los Ríos;Valdivia;Anibal Pinto;1843, oficina 1
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;X Los Lagos;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2017;Oct-Dic;I Tarapacá;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2017;Oct-Dic;II Antofagasta;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2017;Oct-Dic;III Atacama;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2017;Oct-Dic;IV Coquimbo;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2017;Oct-Dic;Región Metropolitana;Providencia;Avenida Italia;1194
PP010;Partido Ecologista Verde (PEV);2017;Oct-Dic;VIII Biobío;Concepción Penco;Plaza España Maipu;514, oficina 405 199
PP010;Partido Ecologista Verde (PEV);2017;Oct-Dic;XIV Los Ríos;Valdivia;Anibal Pinto;1843, oficina 1
PP010;Partido Ecologista Verde (PEV);2017;Oct-Dic;X Los Lagos;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;I Tarapacá;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;II Antofagasta;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;III Atacama;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;IV Coquimbo;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;Región Metropolitana;Providencia;Avenida Italia;1194
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;XVI Ñuble;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;VIII Biobío;Concepción y Penco;Plaza España (Concep.) y Maipu (Penco);514, oficina 405 (Concep.) y 199 (Penco)
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;IX Araucanía;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;XIV Los Ríos;Valdivia;Anibal Pinto;1843, oficina 1
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;X Los Lagos;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;I Tarapacá;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;II Antofagasta;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;III Atacama;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;IV Coquimbo;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;Región Metropolitana;Providencia y Santiago;Avenida Italia (Providencia) Adriana Cousiño (Barrio Yungay-Santiago);1194 (Providencia) y 320(Santiago)
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;XVI Ñuble;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;VIII Biobío;Concepción y Penco;Plaza España (Concep.) y Maipu (Penco);514, oficina 405 (Concep.) y 199 (Penco)
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;IX Araucanía;-;No se poseen domicilios;-
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;XIV Los Ríos;Valdivia;Anibal Pinto;1843, oficina 1
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;X Los Lagos;-;No se poseen domicilios;-
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;XV Región de Arica y Parinacota;Arica;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;I Región de Tarapacá;Iquique;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;II Región de Antofagasta;Antofagasta;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;III Región de Atacama;Copiapo;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;IV Región de Coquimbo;Ovalle;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;V Región de Valparaíso;Valparaíso;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;Región Metropolitana;Providencia;Alberto Magno;1428
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;VI Región de O'higgins;Rancagua;Maipu;699
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;VII Región del Maule;Talca;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;VII Región del Biobio;Concepción;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;IX Región de La Araucanía;Temuco;Manuel Montt;381
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;XIV Región de Los Ríos;Valdivia;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;X Región de los Lagos;Puerto Montt;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;XI Región de Aysén;Coyhaique;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;XII Región de Magallanes;Punta Arenas;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;XV Región de Arica y Parinacota;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;I Región de Tarapacá;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;II Región de Antofagasta;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;III Región de Atacama;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;IV Región de Coquimbo;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;V Región de Valparaíso;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;Región Metropolitana;Providencia;Alberto Magno;1428
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;VI Región de O'higgins;Rancagua;Maipu;699
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;VII Región del Maule;Talca;Avenida 2 sur;889, depto. 3C
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;XVI Región de Ñuble;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;VIII Región del Biobio;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;IX Región de La Araucanía;Temuco;Manuel Montt;381-C
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;XIV Región de Los Ríos;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;X Región de los Lagos;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;XI Región de Aysén;Coyahique;Eusebio Lillo;563
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;XII Región de Magallanes;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;VII Región del Maule;Talca;1 norte esquina 1 oriente;oficina 503
PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;VIII Región del Biobío;Concepción;Barros Arana;162, oficina 82
PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;IX Región de la Araucanía;Temuco;Inglaterra;140
PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;Región Metropolitana;Providencia;Alberto Magno;1428
PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;XV Región de Arica y Parinacota;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;I Región de Tarapacá;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;II Región de Antofagasta;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;III Región de Atacama;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;IV Región de Coquimbo;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;V Región de Valparaíso;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;Región Metropolitana;Providencia;Alberto Magno;1428
PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;VI Región de O'higgins;Rancagua;Maipu;699
PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;VII Región del Maule;Talca;Avenida 2 sur;889, depto. 3C
PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;XVI Región de Ñuble;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;VIII Región del Biobio;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;IX Región de La Araucanía;Temuco;Manuel Montt;381-C
PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;XIV Región de Los Ríos;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;X Región de los Lagos;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;XI Región de Aysén;Coyahique;Eusebio Lillo;563
PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;XII Región de Magallanes;Sin sede;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2017;Abr - Jun;XV Región de Arica y Parinacota;Arica;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2017;Abr - Jun;I Región de Tarapacá;Iquique;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2017;Abr - Jun;II Región de Antofagasta;Antofagasta;Sin información;Sin información
PP011;Partido Evolución Política (Evópoli);2017;Abr - Jun;III Región de Atacama;Copiapo;Sin información;Sin información
