Camino;Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Tipo de Campaña;Item;Unidad Monetaria;Monto;Estado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;1250000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;1250000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;1250000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;1250000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;1250000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;1250000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;1250000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;1250000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;1250000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;15000000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;1750000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;1750000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;22100000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;2500000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;2500000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;2500000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;2500000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;2500000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;3000000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;36976600;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;3750000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;3750000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;6250000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;6750000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;7500000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;750000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APORTE A CANDIDATO;Pesos;8750000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APOYO ADMINISTRATIVO CAMPAÑA;Pesos;246660;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APOYO ADMINISTRATIVO CAMPAÑA;Pesos;370000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APOYO ADMINISTRATIVO CAMPAÑA;Pesos;370000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APOYO EN DISEÑO Y DIFUSION DE ACTIVIDADES TERRITORIALES;Pesos;300000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;APOYO EN DISEÑO Y DIFUSION DE ACTIVIDADES TERRITORIALES;Pesos;300000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;ARMADO DE PALOMAS;Pesos;1785000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;ARRIENDO DE COMPUTADORES;Pesos;261800;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;ARRIENDO DE VEHICULO;Pesos;1200000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;ARRIENDO VEHICULO BXSP-43;Pesos;122222;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;ASESORIA COMUNICACIONAL;Pesos;1230000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;ASESORIA COMUNICACIONAL;Pesos;250000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;ASESORIA COMUNICACIONAL;Pesos;70000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;ASESORIA COMUNICACIONAL;Pesos;800000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;ASESORIA COMUNICACIONAL;Pesos;855556;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;ASESORIA DE GESTION;Pesos;2131678;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;ASESORIA JURIDICA;Pesos;640000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;AUTORIZACION FIRMA;Pesos;100000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BANDERAS CAMPAÑA;Pesos;178500;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BANDERAS CAMPAÑA;Pesos;357000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BANDERAS;Pesos;2582300;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BANDERAS;Pesos;357000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BASTIDORES DE PINO;Pesos;306276;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BIGADISTA CAMPAÑA;Pesos;333333;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BOLSAS ECOLOGICAS TNT;Pesos;833000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BOLSAS TNT;Pesos;117810;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADA CAMPAÑA;Pesos;179486;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA CAMPAÑA;Pesos;141020;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA CAMPAÑA;Pesos;333333;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA CAMPAÑA;Pesos;333333;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA CAMPAÑA;Pesos;333333;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA CAMPAÑA;Pesos;333333;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA CAMPAÑA;Pesos;333333;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;1000000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;1000000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;105000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;1074000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;1074000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;108000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;108000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;120000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;120000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;120000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;12000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;12000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;121000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;132000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;132000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;132000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;133333;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;150000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;158700;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;161765;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;161765;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;176075;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;178500;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;200000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;211111;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;211111;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;220000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;220000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;220000;Aprobado
Pagina Registro de Gastos efectuados en Campañas Electorales/Gastos efectuados en campaña año 2017/OCTUBRE - DICIEMBRE;PP007;Partido Comunista de Chile (PCCH);2017;Oct - Dic;Diputados;BRIGADISTA;Pesos;222222;Aprobado
