Camino;C骴igo del organismo;Nombre del organismo;A駉 Informado;Trimestre Informado;Item de Gastos;Unidad Monetaria;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre
Gastos del partido pol韙ico/Gastos del Partido Pol韙ico A駉 2020/Julio - Septiembre;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Gastos de Personal;Pesos;32203482;35031947;32990090;34859239;39025129;30956795;33462652;34495051;33424697;0;0;0
Gastos del partido pol韙ico/Gastos del Partido Pol韙ico A駉 2020/Julio - Septiembre;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Gastos por Prestamos corto plazo;Pesos;181503;0;0;185229;184008;184073;183764;183805;183835;0;0;0
Gastos del partido pol韙ico/Gastos del Partido Pol韙ico A駉 2020/Julio - Septiembre;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Gastos por Prestamos largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/Gastos del Partido Pol韙ico A駉 2020/Julio - Septiembre;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Inversiones;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/Gastos del Partido Pol韙ico A駉 2020/Julio - Septiembre;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Otros gastos de administraci髇;Pesos;488786;1954956;1429085;1105896;1158727;1172710;685990;710225;675313;0;0;0
Gastos del partido pol韙ico/Gastos del Partido Pol韙ico A駉 2020/Julio - Septiembre;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Preparaci髇 de candidatos (elecci髇 popular);Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/Gastos del Partido Pol韙ico A駉 2020/Julio - Septiembre;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Preparacion de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/Gastos del Partido Pol韙ico A駉 2020/Julio - Septiembre;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Valores de Operaci髇 de Capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2017;PP009;Partido Dem骳rata Cristiano (PDC);2017;Oct - Dic;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2017;PP009;Partido Dem骳rata Cristiano (PDC);2017;Oct - Dic;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2017;PP009;Partido Dem骳rata Cristiano (PDC);2017;Oct - Dic;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;59500;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2017;PP009;Partido Dem骳rata Cristiano (PDC);2017;Oct - Dic;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;333000;6625747;1795366;14595146;-3484221;3570000;3848704;2186089;0;0;-4410000;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2017;PP009;Partido Dem骳rata Cristiano (PDC);2017;Oct - Dic;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;343529;0;0;0;66649744;0;0;0;20093876;17258674;13050905;18040805
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2017;PP009;Partido Dem骳rata Cristiano (PDC);2017;Oct - Dic;Gastos de actividades de investigaci髇;Pesos;0;0;8358608;1750000;0;40444444;0;51071173;32785000;10825000;35120000;5894640
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2017;PP009;Partido Dem骳rata Cristiano (PDC);2017;Oct - Dic;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2017;PP009;Partido Dem骳rata Cristiano (PDC);2017;Oct - Dic;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;897375;3375653;7889517;4613920;8154217;-6407963;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2017;PP009;Partido Dem骳rata Cristiano (PDC);2017;Oct - Dic;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2017;PP009;Partido Dem骳rata Cristiano (PDC);2017;Oct - Dic;Gastos de Personal;Pesos;15027578;16391523;28452779;23475480;24425313;21961127;24295013;24706860;20676490;23294402;24547771;29922259
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2017;PP009;Partido Dem骳rata Cristiano (PDC);2017;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2017;PP009;Partido Dem骳rata Cristiano (PDC);2017;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2017;PP009;Partido Dem骳rata Cristiano (PDC);2017;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2017;PP009;Partido Dem骳rata Cristiano (PDC);2017;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2017;PP009;Partido Dem骳rata Cristiano (PDC);2017;Oct - Dic;Otros gastos de administraci髇;Pesos;17832324;9432811;110400822;73132638;37048614;29535265;36709727;91586459;62117555;20996317;39142821;92114301
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2018;PP009;Partido Dem骳rata Cristiano (PDC);2018;Oct - Dic;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2018;PP009;Partido Dem骳rata Cristiano (PDC);2018;Oct - Dic;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2018;PP009;Partido Dem骳rata Cristiano (PDC);2018;Oct - Dic;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2018;PP009;Partido Dem骳rata Cristiano (PDC);2018;Oct - Dic;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;7312676;9617457;315890;0;7500561;155771;709400;46600;333333;111111;190400
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2018;PP009;Partido Dem骳rata Cristiano (PDC);2018;Oct - Dic;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;34018435;9246523;971000;0;0;5742232;571100;594700;5047174;15409398
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2018;PP009;Partido Dem骳rata Cristiano (PDC);2018;Oct - Dic;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2018;PP009;Partido Dem骳rata Cristiano (PDC);2018;Oct - Dic;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2018;PP009;Partido Dem骳rata Cristiano (PDC);2018;Oct - Dic;Gastos de las actividades de formaci髇 de militantes;Pesos;44444;161764;457847;421565;40999;0;238000;0;139110;66694;47223;210001
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2018;PP009;Partido Dem骳rata Cristiano (PDC);2018;Oct - Dic;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2018;PP009;Partido Dem骳rata Cristiano (PDC);2018;Oct - Dic;Gastos de Personal;Pesos;17680956;20977716;42267635;17356151;19521740;17115276;33671706;38198973;36815160;39619590;43622357;48342245
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2018;PP009;Partido Dem骳rata Cristiano (PDC);2018;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2018;PP009;Partido Dem骳rata Cristiano (PDC);2018;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2018;PP009;Partido Dem骳rata Cristiano (PDC);2018;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2018;PP009;Partido Dem骳rata Cristiano (PDC);2018;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2018;PP009;Partido Dem骳rata Cristiano (PDC);2018;Oct - Dic;Otros gastos de administraci髇;Pesos;33032472;47022510;35208658;53671725;43846316;71969074;25896579;25229846;42053380;22997477;48573996;40978242
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2019;PP009;Partido Dem骳rata Cristiano (PDC);2019;Oct - Dic;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2019;PP009;Partido Dem骳rata Cristiano (PDC);2019;Oct - Dic;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2019;PP009;Partido Dem骳rata Cristiano (PDC);2019;Oct - Dic;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2019;PP009;Partido Dem骳rata Cristiano (PDC);2019;Oct - Dic;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;10451594;0;169646;466018;1547618;2751165;678720;1066874;105000;171360;2004738;404600
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2019;PP009;Partido Dem骳rata Cristiano (PDC);2019;Oct - Dic;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;15100;0;1605486;4060454;1555556;2464453;173740;447222;2233149;2629949;8091613;44105586
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2019;PP009;Partido Dem骳rata Cristiano (PDC);2019;Oct - Dic;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2019;PP009;Partido Dem骳rata Cristiano (PDC);2019;Oct - Dic;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2019;PP009;Partido Dem骳rata Cristiano (PDC);2019;Oct - Dic;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2019;PP009;Partido Dem骳rata Cristiano (PDC);2019;Oct - Dic;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2019;PP009;Partido Dem骳rata Cristiano (PDC);2019;Oct - Dic;Gastos de Personal;Pesos;33380805;29352064;39774324;34691369;34932355;34329622;40468561;34293158;30934802;37662335;35177547;23377537
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2019;PP009;Partido Dem骳rata Cristiano (PDC);2019;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2019;PP009;Partido Dem骳rata Cristiano (PDC);2019;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2019;PP009;Partido Dem骳rata Cristiano (PDC);2019;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2019;PP009;Partido Dem骳rata Cristiano (PDC);2019;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2019;PP009;Partido Dem骳rata Cristiano (PDC);2019;Oct - Dic;Otros gastos de administraci髇;Pesos;38410171;30046893;64685304;45715716;37341379;54153952;81929350;39728533;44907869;22437258;51836428;34265107
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2020;PP009;Partido Dem骳rata Cristiano (PDC);2020;Jul - Sep;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2020;PP009;Partido Dem骳rata Cristiano (PDC);2020;Jul - Sep;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2020;PP009;Partido Dem骳rata Cristiano (PDC);2020;Jul - Sep;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2020;PP009;Partido Dem骳rata Cristiano (PDC);2020;Jul - Sep;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;2400000;148453;0;0;189246;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2020;PP009;Partido Dem骳rata Cristiano (PDC);2020;Jul - Sep;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;2365514;7065829;3749785;8991710;5515621;10392966;3587448;4668242;3031822;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2020;PP009;Partido Dem骳rata Cristiano (PDC);2020;Jul - Sep;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2020;PP009;Partido Dem骳rata Cristiano (PDC);2020;Jul - Sep;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2020;PP009;Partido Dem骳rata Cristiano (PDC);2020;Jul - Sep;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2020;PP009;Partido Dem骳rata Cristiano (PDC);2020;Jul - Sep;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2020;PP009;Partido Dem骳rata Cristiano (PDC);2020;Jul - Sep;Gastos de Personal;Pesos;34786964;29922499;0;33380408;33580488;0;37104937;31382263;26756226;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2020;PP009;Partido Dem骳rata Cristiano (PDC);2020;Jul - Sep;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2020;PP009;Partido Dem骳rata Cristiano (PDC);2020;Jul - Sep;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2020;PP009;Partido Dem骳rata Cristiano (PDC);2020;Jul - Sep;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2020;PP009;Partido Dem骳rata Cristiano (PDC);2020;Jul - Sep;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Gastos del partido pol韙ico/Gastos del Partido - 2020;PP009;Partido Dem骳rata Cristiano (PDC);2020;Jul - Sep;Otros gastos de administraci髇;Pesos;21570655;50513679;1943542;31982839;56077557;1896915;17194044;18553856;25077392;0;0;0
Gastos del partido pol韙ico/2016;PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2016;PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2016;PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2016;PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2016;PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;5524960
Gastos del partido pol韙ico/2016;PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2016;PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;0;0;0;0;0;0;0;0;0;1316302;2000000;1255325
Gastos del partido pol韙ico/2016;PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2016;PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2016;PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Gastos de Personal;Pesos;0;0;0;0;0;0;0;0;0;5560224;0;4861930
Gastos del partido pol韙ico/2016;PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2016;PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2016;PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Otros gastos de administraci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;1163245
Gastos del partido pol韙ico/2017/Abr - Jun;PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;Cr茅ditos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Abr - Jun;PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;Cr茅ditos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Abr - Jun;PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;Gastos de actividades de educaci贸n c铆vica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Abr - Jun;PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;Gastos de actividades de fomento a la participaci贸n de los j贸venes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Abr - Jun;PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;Gastos de actividades de fomento a la participaci贸n femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Abr - Jun;PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;Gastos de actividades de investigaci贸n;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Abr - Jun;PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;Gastos de adquisici贸n de bienes y servicios o gastos corrientes;Pesos;0;0;0;211652;935316;4491192;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Abr - Jun;PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;Gastos de las actividades de formaci贸n de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Abr - Jun;PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;Gastos de las actividades de preparaci贸n de candidatos a cargos de elecci贸n popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Abr - Jun;PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;Gastos de personal;Pesos;0;0;0;2637549;7489692;5959951;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Abr - Jun;PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;Gastos financieros por pr茅stamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Abr - Jun;PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;Gastos financieros por pr茅stamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Abr - Jun;PP010;Partido Ecologista Verde (PEV);2017;Abr - Jun;Otros gastos de administraci贸n;Pesos;0;0;0;633043;113573;109605;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Ene - Mar;PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;Cr茅ditos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Ene - Mar;PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;Cr茅ditos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Ene - Mar;PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;Gastos de actividades de educaci贸n c铆vica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Ene - Mar;PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;Gastos de actividades de fomento a la participaci贸n de los j贸venes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Ene - Mar;PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;Gastos de actividades de fomento a la participaci贸n femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Ene - Mar;PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;Gastos de actividades de investigaci贸n;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Ene - Mar;PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;Gastos de adquisici贸n de bienes y servicios o gastos corrientes;Pesos;814174;1614319;2609051;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Ene - Mar;PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;Gastos de las actividades de formaci贸n de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Ene - Mar;PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;Gastos de las actividades de preparaci贸n de candidatos a cargos de elecci贸n popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Ene - Mar;PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;Gastos de personal;Pesos;2122903;3777556;10436636;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Ene - Mar;PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;Gastos financieros por pr茅stamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Ene - Mar;PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;Gastos financieros por pr茅stamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Ene - Mar;PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;Otros gastos de administraci贸n;Pesos;152313;1362995;2644719;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Jul -Sep;PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Jul -Sep;PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Jul -Sep;PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Jul -Sep;PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Jul -Sep;PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Jul -Sep;PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Jul -Sep;PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;0;0;0;0;0;0;826434;511878;0;0;0;0
Gastos del partido pol韙ico/2017/Jul -Sep;PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Gastos del partido pol韙ico/2017/Jul -Sep;PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;88744;0;0;0
Gastos del partido pol韙ico/2017/Jul -Sep;PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;Gastos de personal;Pesos;0;0;0;0;0;0;462702;4904494;2538895;0;0;0
Gastos del partido pol韙ico/2017/Jul -Sep;PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
